Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
3994,NCT03927313,"Linezolid, Aspirin and Enhanced Dose Rifampicin in HIV-TBM",Tuberculosis Meningitis|HIV-1-infection,Drug: Linezolid|Drug: High dose rifampicin|Drug: Aspirin|Drug: Standard of Care anti-tuberculous therapy|Drug: Dexamethasone,University of Cape Town,Phase 2,52,Other,"June 12, 2019","March 30, 2021","March 31, 2021"
3995,NCT03927209,A Study in Healthy Men to Test the Effects of Different Doses of BI 1467335 on MAO-B Activity in the Brain.,Healthy,Drug: BI 1467335,Boehringer Ingelheim,Phase 1,10,Industry,"June 6, 2019","November 22, 2019","November 22, 2019"
3996,NCT03927170,Pharmacokinetic Characteristics of GLH1SM Extended Release Tablets in Healthy Volunteers(Fed),Healthy,Combination Product: Janumet XR tablet 100/1000 mg|Combination Product: GLH1SM tablet 100/1000 mg,GL Pharm Tech Corporation,Phase 1,25,Industry,"May 2, 2019","September 11, 2019","October 23, 2019"
3997,NCT03926780,Comparative Study of Oral Anticoagulation in Left Ventricular Thrombi,Anticoagulants; Increased|Left Ventricular Thrombosis,Drug: Rivaroxaban 20 MG|Drug: Warfarin Sodium,The Young Investigator Group of Cardiovascular Research,Phase 3,79,Other,"December 1, 2018","May 1, 2020","May 1, 2020"
3998,NCT03926611,This Was a Dose-finding Study to Evaluate Efficacy and Safety of LOU064 in Patients With CSU Inadequately Controlled by H1-antihistamines,Chronic Spontaneous Urticaria,Drug: LOU064 Arm 1|Drug: LOU064 Arm 2|Drug: LOU064 Arm 3|Drug: LOU064 Arm 4|Drug: LOU064 Arm 5|Drug: LOU064 Arm 6|Drug: Placebo arm,Novartis Pharmaceuticals|Novartis,Phase 2,311,Industry,"June 6, 2019","January 14, 2021","April 15, 2021"
3999,NCT03926286,Fecal Microbial Transplant (FMT) for Sjogrens Syndrome,Sjogren's Syndrome,Drug: FMP-30,University of Miami|Sjogrens Syndrome Foundation|Microbiome Health Research Institute,Phase 1,10,Other,"April 15, 2019","June 1, 2020","June 1, 2020"
4000,NCT03926169,A Global Study Comparing Risankizumab to Placebo in Adult Participants With Moderate to Severe Hidradenitis Suppurativa,Hidradenitis Suppurativa,Drug: Risankizumab|Drug: Placebo for risankizumab,AbbVie,Phase 2,243,Industry,"June 3, 2019","February 2, 2021","August 2, 2021"
4001,NCT03926117,Trial to Evaluate Reduction in Inflammation in Patients With Advanced Chronic Renal Disease Utilizing Antibody Mediated IL-6 Inhibition,Chronic Kidney Diseases|Inflammation,Biological: Ziltivekimab,Novo Nordisk A/S,Phase 2,264,Industry,"June 3, 2019","June 26, 2020","June 26, 2020"
4002,NCT03926026,Study Evaluating the Safety and Tolerability of NCX 4251 for the Treatment of Acute Exacerbations of Blepharitis,Blepharitis,Drug: Fluticasone Propionate|Drug: Placebo,"Nicox Ophthalmics, Inc.",Phase 2,36,Industry,"March 18, 2019","October 21, 2019","October 21, 2019"
4003,NCT03925935,Trial of AB-205 in Adults With Lymphoma Undergoing High-Dose Therapy and Autologous Stem Cell Transplantation,Hodgkin Lymphoma|Non-hodgkin Lymphoma,Biological: AB-205,Angiocrine Bioscience|California Institute for Regenerative Medicine (CIRM),Phase 1,42,Industry|Other,"May 7, 2019","November 18, 2020","November 8, 2021"
4004,NCT03925857,Prevention of Sepsis-related Organ Dysfunction With Allocetra-OTS,Organ Dysfunction Syndrome Sepsis,Biological: Allocetra-OTS,Enlivex Therapeutics Ltd.,Phase 1,10,Industry,"January 27, 2019","December 10, 2019","January 12, 2020"
4005,NCT03925779,Conscious Sedation for Outpatient Colonoscopy,Conscious Sedation,Drug: Dexmedetomidine|Drug: Propofol|Drug: Remifentanil,Menoufia University,Phase 2,80,Other,"June 15, 2019","December 31, 2020","January 5, 2021"
4006,NCT03925727,Tavilermide Ophthalmic Solution for the Treatment of Dry Eye,Keratoconjunctivitis Sicca|Dry Eye,Drug: Tavilermide ophthalmic solution|Other: Placebo,"Mimetogen Pharmaceuticals USA, Inc.",Phase 3,623,Industry,"March 28, 2019","June 11, 2020","June 11, 2020"
4007,NCT03925246,Efficacy of Nivolumab for Recurrent IDH Mutated High-Grade Gliomas,High Grade Glioma|Brain Cancer,Drug: Nivolumab,Assistance Publique - Hôpitaux de Paris|Bristol-Myers Squibb,Phase 2,43,Other|Industry,"July 30, 2019","December 2, 2020","August 18, 2021"
4008,NCT03925051,Phase 1 Study to Compare CMAB807 Injection to Prolia® in Healthy Volunteers,Postmenopausal Osteoporosis,Drug: Prolia®|Drug: CMAB807,"Shanghai Biomabs Pharmaceutical Co., Ltd.",Phase 1,132,Industry,"July 1, 2019","March 21, 2020","June 18, 2020"
4009,NCT03924518,Adjunctive Granisetron Therapy in Patients With Sepsis or Septic Shock,Sepsis,Drug: Granisetron Hydrochloride|Drug: Placebo（Normal saline）,Zhujiang Hospital,Phase 2,154,Other,"April 25, 2019","November 28, 2020","December 28, 2020"
4010,NCT03924427,An Investigational Study to Evaluate Experimental Medication BMS-986165 in Japanese Participants With Moderate-to-Severe Psoriasis,Psoriasis,Drug: BMS-986165,Bristol-Myers Squibb,Phase 3,74,Industry,"April 10, 2019","March 24, 2021","March 24, 2021"
4011,NCT03923933,Chlortalidone and Bumetanide in Advanced Chronic Kidney Disease: HEBE-CKD Trial,"Renal Insufficiency, Chronic",Drug: Chlorthalidone|Drug: Bumetanide,Hospital General de México Dr. Eduardo Liceaga,Phase 2,34,Other,"June 18, 2019","October 28, 2019","October 28, 2019"
4012,NCT03923738,"A Study to Evaluate the Pharmacokinetics, Pharmacodynamics, and Safety of Tocilizumab (TCZ) Administered to Participants With Giant Cell Arteritis (GCA).",Giant Cell Arteritis,Drug: Tocilizumab,Hoffmann-La Roche,Phase 1,24,Industry,"August 5, 2019","November 12, 2020","November 12, 2020"
4013,NCT03922945,A Phase IV Safety and Efficacy Study of VI-0521 in Adolescents With Obesity,Adolescent Obesity|Obesity in Adolescence|Adolescent Overweight,Drug: VI-0521 oral capsule|Drug: Placebo oral capsule|Behavioral: Lifestyle Modification,VIVUS LLC,Phase 4,223,Industry,"May 2, 2019","April 16, 2021","April 16, 2021"
4014,NCT03922750,A Research Study in People With Type 2 Diabetes to Compare Two Types of Insulin: Insulin 287 and Insulin Glargine,"Diabetes Mellitus, Type 2",Drug: Insulin icodec|Drug: Insulin glargine U100,Novo Nordisk A/S,Phase 2,154,Industry,"May 9, 2019","December 19, 2019","January 27, 2020"
4015,NCT03922633,A Single Intravenous Dose of E3112 in Japanese Healthy Adult Male Participants,Healthy Male Participants,Drug: E3112|Other: Placebo,"EA Pharma Co., Ltd.|Eisai Inc.",Phase 1,24,Industry,"April 22, 2019","May 20, 2020","October 1, 2020"
4016,NCT03922607,"A Study to Evaluate the Pharmacokinetics, Safety and Tolerability of ABBV-157 in Healthy Volunteers and in Participants With Chronic Plaque Psoriasis",Psoriasis,Drug: ABBV-157|Drug: Placebo for ABBV-157,AbbVie,Phase 1,65,Industry,"June 11, 2019","April 13, 2021","April 13, 2021"
4017,NCT03922464,Efficacy and Safety of Poly-L-lactic Acid,Buttock Contouring|Buttock Lifting,Device: Poly-L-lactic acid (Sculptra® Aesthetic),Erevna Innovations Inc.,Phase 4,30,Other,"April 8, 2019","January 8, 2020","March 8, 2020"
4018,NCT03922321,Study of RVT-1401 for the Treatment of Patients With Moderate to Severe Active Graves' Ophthalmopathy (GO),Graves' Ophthalmopathy,Drug: RVT-1401,Immunovant Sciences GmbH,Phase 2,7,Industry,"April 22, 2019","February 29, 2020","May 21, 2020"
4019,NCT03922061,"Evaluation of Safety, Reactogenicity and Immunogenicity of Fractional-dose Inactivated Polio Vaccine (fIPV) Given Intradermally With Double Mutant Enterotoxigenic Escherichia Coli Heat Labile Toxin (dmLT) Adjuvant",Polio,Biological: dmLT|Biological: fIPV,University of Vermont,Phase 1,29,Other,"March 19, 2019","July 18, 2019","June 4, 2020"
4020,NCT03921775,A Clinical Study of Remimazolam Tosilate Compared to Propofol for General Anesthesia During Elective Surgery,Anesthesia for Elective Surgery Patients,Drug: Remimazolam Tosilate|Drug: Propofol,"Jiangsu HengRui Medicine Co., Ltd.",Phase 3,330,Industry,"May 13, 2019","December 30, 2019","December 30, 2019"
4021,NCT03921723,Dolutegravir Pediatric Liquid Formulation Study,HIV Infections,Drug: Dolutegravir dispersible tablet|Drug: Dolutegravir oral suspension|Drug: Dolutegravir oral solution,ViiV Healthcare,Phase 1,22,Industry,"May 7, 2019","July 25, 2019","July 25, 2019"
4022,NCT03921411,A Pharmacokinetics and Safety Study of Nemolizumab in Adolescent Participants With Atopic Dermatitis (AD),Atopic Dermatitis,Biological: Nemolizumab,Galderma R&D,Phase 2,20,Industry,"April 9, 2019","August 19, 2020","August 19, 2020"
4023,NCT03921268,Study to Assess Effect of Device and Formulation on Pharmacokinetics (PK) of AZD1402,Asthma,Drug: AZD1402,AstraZeneca,Phase 1,18,Industry,"March 25, 2019","June 13, 2019","June 13, 2019"
4024,NCT03920865,A Study to Investigate the Effect of Hepatic Impairment on the Pharmacokinetics and Safety and Tolerability of a Single Oral Dose of Risdiplam Compared to Matched Healthy Participants With Normal Hepatic Function,"Muscular Atrophy, Spinal",Drug: Risdiplam,Hoffmann-La Roche,Phase 1,26,Industry,"May 16, 2019","January 2, 2020","January 2, 2020"
4025,NCT03920852,A Maximum Use Trial of Ruxolitinib Cream in Adolescent and Adult Participants With Atopic Dermatitis,Atopic Dermatitis,Drug: Ruxolitinib cream,Incyte Corporation,Phase 1,41,Industry,"May 30, 2019","December 26, 2019","December 26, 2019"
4026,NCT03920150,Vitamin D 24'000 IU for Oral Intermittent Supplementation,Vitamin D Deficiency,Drug: Vitamin D3|Drug: Vitamin D oily capsules,"University Hospital, Basel, Switzerland",Phase 3,58,Other,"September 30, 2019","May 31, 2020","May 31, 2020"
4027,NCT03919890,"A Two-Part Study to Assess the Safety, Tolerability, PK and PD of ONO-7684 in Healthy Adult Volunteers",Venous Thromboembolism,Drug: ONO-7684|Drug: ONO-7684 Placebo,Ono Pharmaceutical Co. Ltd,Phase 1,72,Industry,"January 17, 2019","August 23, 2019","August 23, 2019"
4028,NCT03919448,A Phase I Study Comparing Pharmacokinetics and Safety of Bevacizumab,Pharmacokinetics|Safety Issues,Biological: Bevacizumab,Laboratorios Richmond S.A.C.I.F.|FP Clinical Pharma S.R.L.|Syngene International Limited,Phase 1,90,Industry|Other,"April 1, 2019","September 11, 2019","September 11, 2019"
4029,NCT03919409,First-in-Human Study With Single and Multiple Doses of TS-161 in Healthy Participants,Healthy Volunteers,Drug: TS-161|Drug: TS-161 Placebo,Taisho Pharmaceutical R&D Inc.,Phase 1,70,Industry,"June 3, 2019","February 11, 2020","February 11, 2020"
4030,NCT03918980,Single Dose and Multiple Dose Study to Assess Safety and Tolerability of LOU064,"Healthy Volunteers, Atopic Diathesis and Atopic Dermatitis",Drug: LOU064|Drug: Placebo,Novartis Pharmaceuticals|Novartis,Phase 1,185,Industry,"August 18, 2016","January 27, 2020","January 27, 2020"
4031,NCT03918967,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of CT-G20 or CT-G11 and Food Effect of CT-G20 in Human Participants",Healthy,Drug: CT-G11|Drug: CT-G20|Drug: CT-G11 Placebo|Drug: CT-G20 Placebo,Celltrion,Phase 1,72,Industry,"April 8, 2019","June 6, 2020","June 6, 2020"
4032,NCT03918629,Clostridium Difficile Vaccine 2-Dose Versus 3-Dose Study,Clostridium Difficile Associated Disease,Biological: Clostridium difficile|Biological: Placebo,Pfizer,Phase 3,1994,Industry,"April 1, 2019","December 22, 2020","December 22, 2020"
4033,NCT03918551,Bioequivalence Study of Two Formulations of Febuxostat 120 mg Film-coated Tablets in Healthy Adult Volunteers After a Single Oral Dose Administration Under Fasting Conditions,Bioequivalence,Drug: Febuxostat|Drug: Adenuric,"Pharmtechnology LLC|Altasciences Company, Inc.",Phase 1,50,Industry,"May 3, 2019","June 6, 2019","June 6, 2019"
4034,NCT03918239,A Study to Determine the Bioavailability of Lanadelumab (SHP643) Administered Subcutaneously With the Prefilled Syringe and the Autoinjector in Healthy Adult Volunteer Participants.,Healthy Volunteers,Drug: SHP643,Shire|Takeda,Phase 1,190,Industry,"May 14, 2019","November 13, 2019","November 13, 2019"
4035,NCT03918187,Intrathecal Nalbuphine Versus Midazolam in Cesarean Section,Cesarean Section Pain,Drug: Bupivacaine|Drug: Nalbuphine|Drug: Midazolam,Zagazig University,Phase 1,90,Other,"April 10, 2019","August 30, 2019","December 1, 2019"
4036,NCT03918135,Comparison of the Efficacy of Intravenous Paracetamol and Ibuprofen in the Treatment of Fever Due to Upper Respiratory Tract Infection,Fever,Drug: Paracetamol|Drug: Ibuprofen,Pamukkale University,Phase 4,200,Other,"January 1, 2019","January 1, 2020","January 1, 2020"
4037,NCT03917940,Omega 3 Fatty Acids on Serum Irisin and Sirtuin-1 in Type 2 Diabetic Mellitus Patients Treated With Glimepiride,Diabetic Patients,Dietary Supplement: Omega 3 fatty acids 1000 mg per day + glimepiride 2 mg or 3 mg oral|Drug: Glimepiride,Damanhour University,Phase 4,70,Other,"January 31, 2019","May 1, 2020","May 10, 2020"
4038,NCT03917628,Pharmacokinetics and Safety in Healthy Volunteers,Healthy,Drug: SCT630|Drug: adalimumab-EU source,Sinocelltech Ltd.,Phase 1,146,Industry,"May 29, 2019","November 4, 2019","November 4, 2019"
4039,NCT03917472,Efficacy and Safety of Brolucizumab vs Aflibercept in Patients With Visual Impairment Due to Diabetic Macular Edema,Diabetic Macular Edema,Drug: Brolucizumab|Drug: Aflibercept,Novartis Pharmaceuticals|Novartis,Phase 3,517,Industry,"July 17, 2019","March 24, 2021","March 24, 2021"
4040,NCT03917420,Quantification of Estradiol's Impact on Nucleotides in Cellular Populations of the Lower GI Tract,HIV/AIDS,Drug: Tenofovir 300Mg Oral Tablet|Drug: Emtricitabine 200 MG,"University of North Carolina, Chapel Hill|National Institute of Allergy and Infectious Diseases (NIAID)",Phase 1,10,Other|NIH,"March 26, 2019","September 4, 2019","September 4, 2019"
4041,NCT03917225,A Clinical Study to Evaluate the Effect of MIN-102 on the Progression of Friedreich's Ataxia in Male and Female Patients,Friedreich Ataxia,Drug: MIN-102|Drug: Placebo,"Minoryx Therapeutics, S.L.",Phase 2,39,Industry,"March 26, 2019","August 13, 2020","September 14, 2020"
4042,NCT03916549,Acupuncture in Low Anterior Resection Syndrome Treatment,Low Anterior Resection Syndrome,Device: Acupuncture,"National Cancer Institute, Lithuania|Vilnius University",Phase 1,10,Other,"November 1, 2018","December 1, 2019","December 31, 2019"
4043,NCT03916406,THE EFFECT OF MULTIPLE DOSES OF PF-06835919 ON THE PHARMACOKINETICS OF A SINGLE ORAL MIDAZOLAM DOSE IN HEALTHY PARTICIPANTS,Healthy Volunteer,Drug: PF 06835919|Drug: Midazolam,Pfizer,Phase 1,10,Industry,"April 18, 2019","June 25, 2019","June 25, 2019"
4044,NCT03916393,PF-06651600 Taste Study.,Healthy Participants,Drug: PF-06651600 20 mg|Other: Bitrex solution,Pfizer,Phase 1,10,Industry,"April 15, 2019","May 10, 2019","May 10, 2019"
4045,NCT03916094,"Evaluate Safety, Tolerability and Pharmacokinetics of HLX22 in Patients With Advanced Solid Tumors Overexpressing HER2",Solid Tumor,Drug: HLX22,Shanghai Henlius Biotech,Phase 1,11,Industry,"July 31, 2019","January 4, 2021","December 27, 2021"
4046,NCT03916081,Safety and Efficacy of ARQ-151 Cream in Adolescents and Adults With Atopic Dermatitis,Atopic Dermatitis,Drug: Roflumilast Cream 0.05%|Drug: Roflumilast Cream 0.15%|Drug: Vehicle Cream,"Arcutis Biotherapeutics, Inc.",Phase 2,136,Industry,"May 31, 2019","November 4, 2019","November 4, 2019"
4047,NCT03916042,"A Multi-Center, Randomized, Double-Masked, Parallel-Group, Vehicle-Controlled, Clinical Trial of Reproxalap to Assess the Safety and Efficacy in Subjects With Dry Eye Disease",Dry Eye,Drug: Reproxalap Ophthalmic Solution (0.25% Novel Formulation) QID to BID|Drug: Vehicle Ophthalmic Solution (0.25% Novel Formulation) QID to BID,"Aldeyra Therapeutics, Inc.",Phase 2,206,Industry,"April 23, 2019","November 22, 2019","November 22, 2019"
4048,NCT03915860,Participant Reported Outcomes With Use of Trifarotene 50 μg/g Cream in the Treatment of Moderate Facial and Truncal Acne Vulgaris,Acne Vulgaris,Drug: Trifarotene,Galderma R&D,Phase 3,47,Industry,"March 27, 2019","December 23, 2019","December 23, 2019"
4049,NCT03915470,Effect of Exeporfinium Chloride (XF-73) Gel on Nasal S.Aureus in Patients at Risk of Post-op Staphylococcal Infection,Staphylococcal Infections|Surgical Site Infection,Drug: XF-73|Drug: Placebo,Destiny Pharma Plc,Phase 2,124,Industry,"August 29, 2019","January 4, 2021","March 29, 2021"
4050,NCT03915340,Bioequivalence Study of Two Formulations of Propafenone 300 mg Film-coated Tablets in Healthy Adult Volunteers After a Single Oral Dose Administration Under Fasting Conditions,Bioequivalence,Drug: Propafenone|Drug: Rytmonorm,"Pharmtechnology LLC|Altasciences Company, Inc.",Phase 1,32,Industry,"March 23, 2019","May 8, 2019","May 8, 2019"
4051,NCT03915080,Optimizing the Use of Prophylaxis in Patients With Severe Haemophilia A,Hemophilia A,Drug: Oktokog alpha,Lund University,Phase 4,14,Other,Dec-16,"April 9, 2021","April 9, 2021"
4052,NCT03915067,BOTOX® for the Treatment of Platysma Prominence,Platysma Prominence,Drug: BOTOX® purified neurotoxin complex|Drug: Placebo,Allergan,Phase 2,171,Industry,"April 23, 2019","April 16, 2020","April 16, 2020"
4053,NCT03914755,"A Safety, Tolerability, and Pharmacokinetic Study of Tucatinib in Healthy Japanese and Caucasian Subjects",Healthy,Drug: Tucatinib,Seagen Inc.,Phase 1,36,Industry,"May 8, 2019","August 4, 2019","August 4, 2019"
4054,NCT03914690,Effect of Erythropoietin on Neurodevelopmental Outcomes in Very Preterm Infants With Intraventricular Hemorrhage,Premature Infants,Drug: Erythropoietin|Drug: Normal saline,"Zhengzhou University|Zhengzhou Children's Hospital, China|Göteborg University",Phase 2,316,Other,Jul-14,Jul-19,Jul-19
4055,NCT03913260,A Study of Different Injectable Formulations of LY3375880 in Healthy Participants,Healthy,Drug: LY3375880|Drug: Buffer Matrix (No LY3375880)|Device: Autoinjector (AI)|Device: Manual Syringe,Eli Lilly and Company,Phase 1,83,Industry,"May 1, 2019","September 19, 2019","September 19, 2019"
4056,NCT03913091,Liposomal Bupivacaine (Exparel ® ) Plus 0.5% Bupivacaine HCL Versus 0.5% Bupivacaine HCL for Interscalene Nerve Block (ISB) for Patients Undergoing Total Shoulder Arthroplasty(TSA),Shoulder Pain,Drug: Liposomal Bupivacaine|Drug: 0.5% Bupivacaine HCL,NYU Langone Health,Phase 4,184,Other,"March 1, 2019","January 19, 2021","January 19, 2021"
4057,NCT03913000,"A Study to Evaluate ID-085 in People With Mild, Moderate, and Severe Kidney Disease",Renal Impairment,Drug: ID-085,Idorsia Pharmaceuticals Ltd.,Phase 1,32,Industry,"April 29, 2019","August 22, 2019","August 22, 2019"
4058,NCT03912974,Effects of SERT Inhibition on the Subjective Response to Psilocybin in Healthy Subjects,Healthy,Drug: Escitalopram|Drug: Placebo oral capsule,"University Hospital, Basel, Switzerland",Phase 1,27,Other,"July 4, 2019","November 26, 2020","November 26, 2020"
