Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
4497,NCT04433780,DORA: A Doravirine-based First-line Antiretroviral Therapy for Women of Reproductive Potential Living With HIV,HIV-1-infection,Drug: Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate,"Professor Francois Venter|University of Witwatersrand, South Africa",Phase 3,133,Other,"January 4, 2021","February 20, 2023","March 31, 2023"
4498,NCT04433767,Depressed Mood Improvement Through Nicotine Dosing 2,Depressive Disorder,Drug: Transdermal Nicotine patch,Vanderbilt University Medical Center,Phase 2,34,Other,"December 15, 2020","October 7, 2022","October 7, 2022"
4499,NCT04433585,A Study of LY3471851 in Adults With Systemic Lupus Erythematosus (SLE),Systemic Lupus Erythematosus,Drug: LY3471851|Drug: Placebo,Eli Lilly and Company|Nektar Therapeutics,Phase 2,291,Industry,"August 19, 2020","January 10, 2023","February 16, 2023"
4500,NCT04433390,Effect of Naloxegol on Postoperative Ileus in Patients Undergoing Cardiac Surgery,Postoperative Ileus (Post Cardiac Surgery Constipation),Drug: Naloxegol|Drug: inert tablet,CMC Ambroise Paré,Phase 3,305,Other,"October 14, 2020","January 28, 2022","March 3, 2022"
4501,NCT04432675,Effects of Crystal Solution and Colloid Solution on Mother and Fetus,Cesarean Section|Spinal Anesthesia|Parturition,Drug: hydroxyethl starch|Drug: Lactated Ringer's solution,China International Neuroscience Institution,Phase 4,100,Other,"January 30, 2022","November 15, 2022","November 15, 2022"
4502,NCT04432428,Safety and Efficacy of Patient Controlled Analgesia Using the Sublingual Sufentanil Tablet System (SSTS) in a Fast Track Rehabilitation Program After Total Knee Arthroplasty,Postoperative Pain,Drug: Sufentanil Sublingual Tablet,"University Hospital, Ghent",Phase 4,90,Other,"May 26, 2020","August 31, 2021","September 19, 2021"
4503,NCT04431960,Blackcurrants Modify Gut Microbiota and Reduce Osteoporosis and CVD Risk,Postmenopausal Osteoporosis|Gut Microbiota|Cardiovascular Diseases,Drug: blackcurrant (BC) extract,University of Connecticut,Phase 1,54,Other,"July 20, 2021","October 3, 2022","October 3, 2022"
4504,NCT04430842,"Dose Escalation Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of QBS10072S",Astrocytoma|Brain Cancer|Brain Metastases|Bladder Cancer|Breast Cancer|Cervical Cancer|Cholangiocarcinoma|Colorectal Cancer|Esophagus Cancer|Gastric Cancer|Head and Neck Cancer|Kidney Cancer|Liver Cancer|Lung Cancer|Melanoma|Ovarian Cancer|Pancreatic Cancer|Pleural Mesothelioma|Prostate Cancer|Sarcoma|Tongue Cancer|Thymic Carcinoma|Urinary Tract Cancer,Drug: QBS10072S,"Quadriga Biosciences, Inc.|Novotech (Australia) Pty Limited",Phase 1,15,Industry,"July 20, 2020","September 21, 2022","December 22, 2022"
4505,NCT04429516,Morphine Sulfate/Placebo for the Treatment of PulmonAry Fibrosis Cough,Idiopathic Pulmonary Fibrosis,Drug: Morphine Sulfate|Drug: Placebo oral tablet,Royal Brompton & Harefield NHS Foundation Trust,Phase 3,44,Other,"December 17, 2020","March 21, 2023","March 21, 2023"
4506,NCT04429334,Efficacy and Safety Study of Nangibotide in Patients With COVID-19 Receiving Ventilatory Support,COVID19,Drug: nangibotide|Drug: placebo,Inotrem,Phase 2,220,Industry,"September 23, 2020","May 20, 2022","June 22, 2022"
4507,NCT04429022,Multimodal Pain Management After Robotic-Assisted Total Laparoscopic Hysterectomy,"Pain, Postoperative",Drug: Gabapentin|Drug: Acetaminophen|Drug: Celecoxib|Drug: Ketorolac|Procedure: Paracervical block with ropivacaine|Procedure: Local anesthetic injection with ropivacaine at abdominal laparoscopic port sites|Drug: Hydromorphone|Drug: Oxycodone,State University of New York at Buffalo,Phase 3,50,Other,"October 15, 2020","May 31, 2022","May 31, 2022"
4508,NCT04428203,Epidiolex (CBD) in Patients With Biochemically Recurrent Prostate Cancer,Prostate Cancer Recurrent|Prostate Cancer|Prostate Adenocarcinoma,Drug: Epidiolex Oral Liquid Product,Zin W Myint|University of Kentucky,Phase 1,21,Other,"August 3, 2020","August 20, 2021","August 20, 2021"
4509,NCT04428086,A Pharmacokinetic Interaction Study Between Apatinib and Rosuvastatin or Metformin in Solid Tumor Subjects.,"Solid Tumor, Adult",Drug: Apatinib in arm1|Drug: Rosuvastatin|Drug: Apatinib in arm2|Drug: Metformin,"Jiangsu HengRui Medicine Co., Ltd.",Phase 1,19,Industry,"July 27, 2020","August 22, 2021","August 22, 2021"
4510,NCT04427618,Tranexamic Acid in the Prevention of Postpartum Hemorrhage in Elective Caesarean Section,Postpartum Hemorrhage|Tranexamic Acid,Drug: Tranexamic acid|Drug: Normal saline,KK Women's and Children's Hospital,Phase 3,200,Other,"June 23, 2020","October 3, 2021","February 1, 2022"
4511,NCT04426825,A Study of Atezolizumab in Combination With Bevacizumab in Patients With EGFR Mutation Positive Stage IIIB-IV Non-Squamous Non-Small Cell Lung Cancer,"Carcinoma, Non-Small-Cell Lung",Drug: Atezolizumab|Drug: Bevacizumab,Hoffmann-La Roche,Phase 2,23,Industry,"September 9, 2020","January 19, 2022","February 10, 2023"
4512,NCT04426474,A Study of LY3502970 in Participants With Type 2 Diabetes,"Diabetes Mellitus, Type 2",Drug: LY3502970|Drug: Placebo,Eli Lilly and Company,Phase 1,68,Industry,"October 8, 2020","July 12, 2021","July 12, 2021"
4513,NCT04426240,The Effect of Cyclosporin Before Cataract Surgery,Dry Eye Syndromes,Drug: Cyclosporine microemulsion,Samsung Medical Center,Phase 4,40,Other,"August 3, 2020","January 26, 2022","April 19, 2022"
4514,NCT04425291,Evaluate the Immunogenicity and Safety of 4-valent and 9-valent HPV Recombinant Vaccine in Chinese Healthy Females,Cervical Cancer|Vulvar Cancer|Vaginal Cancer|CIN1|CIN2|CIN3|VaIN1|VaIN2|VaIN3|Genital Wart|VIN 1|VIN 2|VIN 3|AIS,Biological: 4-valent HPV Vaccine|Biological: 9-valent HPV Vaccine|Biological: GARDASIL®,"Shanghai Bovax Biotechnology Co., Ltd.|Chongqing Bovax Biopharmaceutical Co., Ltd.",Phase 3,1680,Industry,"May 28, 2020","September 6, 2021","September 6, 2021"
4515,NCT04425239,Intermittent or Continuous Panitumumab Plus FOLFIRI for RAS/B-RAF Wild-type Metastatic Colorectal Cancer,Colorectal Cancer Stage IV,Drug: Panitumumab,"National Cancer Institute, Naples",Phase 2,151,Other,"May 21, 2018","July 2, 2021","April 3, 2022"
4516,NCT04424654,Biomarker Analysis of Castration-resistant Prostate Cancer Undergoing Bipolar Androgen Therapy,Prostate Cancer,Drug: Testosterone cypionate,Hospital Sirio-Libanes|Hospital Moinhos de Vento,Phase 2,20,Other,"September 22, 2020","May 1, 2022","July 1, 2022"
4517,NCT04424602,Comparison between2 Drugs in Lupus Nephritis,Lupus Nephritis,Drug: cyclo phosphamide|Drug: mycophenolate,Al-Azhar University,Phase 4,40,Other,"April 5, 2021","September 5, 2021","September 9, 2021"
4518,NCT04424147,Efficacy and Safety of HVA Regimens as Salvage Treatment in rrAML,Refractory Acute Myeloid Leukemia|Relapsed Acute Erythroid Leukemia|Salvage Treatment|HVA Regimen,Combination Product: HVA Regimens as Salvage Treatment,"Nanfang Hospital of Southern Medical University|Shenzhen Second People's Hospital|The Seventh Affiliated Hospital of Sun Yat-sen University|Maoming People's Hospital|Sun Yat-sen Memorial Hospital,Sun Yat-sen University|Shenzhen Hospital, Southern Medical University|Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine|The First People's Hospital of Chenzhou|Peking University Shenzhen Hospital|Zhongshan People's Hospital, Guangdong, China",Phase 2,96,Other,"May 27, 2020","June 16, 2021","June 30, 2022"
4519,NCT04423393,Study of VIR-3434 in Healthy Volunteers and Patients With Chronic Hepatitis B Virus Infection,Chronic Hepatitis B,Biological: VIR-3434|Other: Placebo,"Vir Biotechnology, Inc.",Phase 1,113,Industry,"May 26, 2020","October 24, 2022","November 25, 2022"
4520,NCT04422899,Effect of Intravitreally Administered AIV007 in Subjects With nAMD,Neovascular Age-related Macular Degeneration,Drug: AIV007,"AiViva BioPharma, Inc.",Phase 1,3,Industry,"August 28, 2020","September 29, 2021","February 28, 2022"
4521,NCT04421677,Safety and Tolerability of Phenylbutyrate in Inclusion Body Myositis,Inclusion Body Myositis|Sporadic Inclusion Body Myositis,Drug: Phenylbutyrate Oral Tablet,University of Kansas Medical Center,Phase 1,10,Other,"August 20, 2020","January 20, 2022","January 20, 2022"
4522,NCT04421092,Efficacy of SLN Block for Chronic Cough,Cough|Superior Laryngeal Nerve Block|Neurogenic Cough,Procedure: Superior laryngeal nerve block|Procedure: Injection of placebo (saline)|Procedure: Injection of steroid-lidocaine mixture,Medical University of South Carolina,Phase 2,19,Other,"July 22, 2020","December 30, 2022","December 30, 2022"
4523,NCT04420598,"DS-8201a for trEatment of aBc, BRain Mets, And Her2[+] Disease",Advanced Breast Cancer|HER2-positive Breast Cancer|Brain Metastases|Leptomeningeal Metastasis,Drug: Trastuzumab deruxtecan,"MedSIR|Daiichi Sankyo, Inc.",Phase 2,41,Other|Industry,"May 25, 2020","September 30, 2021","April 4, 2023"
4524,NCT04420195,Envarsus XR in Lung Transplant,Lung Transplant,Drug: Extended-Release Tacrolimus|Drug: Immediate-Release Tacrolimus,NYU Langone Health,Phase 2,41,Other,"October 23, 2020","November 30, 2022","November 30, 2022"
4525,NCT04419662,Evaluation of Patients After Cardiac Surgery: Novel Ultrasound Parameters for Quantification of Renal Perfusion & Analysis of Phenylephrines' Effect on Invasive Haemodynamics and Echocardiographic Measures,"Ultrasonography, Renal|Cardiac Surgery|Hemodynamics|Phenylephrine|Renal Perfusion|Echocardiography|Anesthesia",Drug: Phenylephrine|Other: Combination of PEEP and positioning,Aarhus University Hospital,Phase 4,30,Other,"May 25, 2020","May 30, 2021","May 31, 2021"
4526,NCT04419506,A Study to Test How Taking BI 1015550 for 12 Weeks Affects Lung Function in People With Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis,Drug: BI 1015550|Drug: Placebo,Boehringer Ingelheim,Phase 2,147,Industry,"July 28, 2020","October 6, 2021","October 15, 2021"
4527,NCT04419493,A Study in Healthy Men to Compare 2 Different Formulations of Alteplase,Healthy,Drug: Alteplase (from modified manufacturing process)|Drug: Alteplase (from current manufacturing process)|Drug: Heparin-Natrium-5000-ratiopharm (unfractionated heparin),Boehringer Ingelheim,Phase 1,30,Industry,"June 23, 2020","June 21, 2021","June 21, 2021"
4528,NCT04419467,Vascular Endothelial Growth Factor-B (VEGF-B) Blockade With the Monoclonal Antibody CSL346 in Subjects With Diabetic Kidney Disease,Diabetic Kidney Disease (DKD),Biological: CSL346|Drug: Placebo,CSL Behring,Phase 2,114,Industry,"September 14, 2020","October 24, 2022","October 24, 2022"
4529,NCT04419025,Efficacy of N-Acetylcysteine (NAC) in Preventing COVID-19 From Progressing to Severe Disease,COVID|Sars-CoV2|SARS-Associated Coronavirus as Cause of Disease Classified Elsewhere|Oxidative Stress,Drug: N-acetylcysteine,Cambridge Health Alliance,Phase 2,165,Other,"September 23, 2020","May 14, 2021","May 14, 2021"
4530,NCT04418765,A Study to Evaluate the Efficacy and Safety of Eptinezumab for the Prevention of Migraine in Participants That Are Not Helped by Previous Preventive Treatments,Migraine,Drug: Eptinezumab|Drug: Placebo,H. Lundbeck A/S,Phase 3,892,Industry,"June 1, 2020","July 15, 2021","September 15, 2022"
4531,NCT04418141,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of CN1",Advanced Solid Tumor|B Cell Lymphoma,Drug: CN1,Curon Biopharmaceutical (Australia) Co Pty Ltd|Novotech (Australia) Pty Limited,Phase 1,13,Industry,"July 2, 2020","October 7, 2021","October 7, 2021"
4532,NCT04417894,A Study to Evaluate the Efficacy and Safety of Dupilumab in Adult and Adolescent Patients With Moderate-to-Severe Atopic Hand and Foot Dermatitis (Liberty-AD-HAFT),Moderate to Severe Atopic Hand and Foot Dermatitis,Drug: dupilumab|Drug: Placebo,Regeneron Pharmaceuticals|Sanofi,Phase 3,133,Industry,"April 14, 2021","August 31, 2022","November 23, 2022"
4533,NCT04415671,"Phase 1 Safety, Tolerability, PK & PD Study of AD-214 Administered to Healthy Volunteers",Interstitial Lung Disease,Biological: AD-214|Other: Placebo,AdAlta Limited,Phase 1,50,Industry,"June 19, 2020","October 21, 2021","February 8, 2022"
4534,NCT04415658,Intravenous Thyroxine for Heart-Eligible Organ Donors,Brain Death|Heart Failure,Drug: Thyroxine|Drug: Saline,Washington University School of Medicine|Mid-America Transplant,Phase 3,840,Other,"December 1, 2020","November 6, 2022","December 6, 2022"
4535,NCT04415333,Gut Butyrate and Blood Pressure in African Americans,Hypertension,Drug: Sodium Butyrate 5 mmol|Drug: Sodium Butyrate 80 mmol,"University of North Carolina, Chapel Hill|North Carolina Translational and Clinical Sciences Institute|North Carolina Agriculture & Technical State University",Phase 1,20,Other,"July 8, 2021","November 1, 2021","November 2, 2021"
4536,NCT04415086,Treatment of Patients With COVID-19 With Convalescent Plasma,COVID-19,Biological: convalescent plasma,"University of Sao Paulo General Hospital|Ministério da Ciência, Tecnologia, Inovações e Comunicações|Faculty of Medicine of Ribeirão Preto (FMRP-USP)|Hospital de Clínicas, Faculdade de Medicina Universidade Estadual de Campinas|Hospital Sirio-Libanes|Hospital Israelita Albert Einstein|Grupo Hospitalar Conceição|Hospital Ernesto Dornelles",Phase 2,129,Other,"June 1, 2020","February 15, 2022","February 15, 2022"
4537,NCT04414397,A Study Evaluating JUVÉDERM VOLUMA® XC Injectable Gel for Correction of Temple Hollowing in Adult Participants Over 22 Years Old,Temple Hollowing,Device: JUVÉDERM VOLUMA® XC|Other: No-treatment control,Allergan,Phase 3,205,Industry,"May 28, 2020","October 17, 2022","October 17, 2022"
4538,NCT04414150,A Trial of SHR-1802 in Patients With Failure of Standard Treatment for Advanced Malignant Tumours,Malignant Tumours,Drug: SHR-1802,"Jiangsu HengRui Medicine Co., Ltd.",Phase 1,28,Industry,"June 17, 2020","January 13, 2022","March 15, 2022"
4539,NCT04413617,"TO ASSESS THE EFFICACY AND SAFETY OF PF-06650833, PF-06651600, AND TOFACITINIB ALONE AND IN COMBINATION IN PARTICIPANTS WITH ACTIVE RHEUMATOID ARTHRITIS WITH AN INADEQUATE RESPONSE TO METHOTREXATE",Rheumatoid Arthritis,Drug: PF-06650833|Drug: PF-06651600|Drug: Tofacitinib,Pfizer,Phase 2,460,Industry,"July 29, 2020","February 7, 2022","February 7, 2022"
4540,NCT04413279,Lipiflow Treatment Alone vs. Lipiflow + Dextenza Treatment for Dry Eye Disease,Dry Eye Syndromes,"Procedure: LipiFlow Thermal Pulsation|Drug: Dexamethasone Intracanalicular Insert, 0.4mg with LipiFlow Thermal Pulsation","Eye Surgeons of Indiana|Ocular Therapeutix, Inc.",Phase 4,20,Other|Industry,"August 1, 2020","July 1, 2021","July 1, 2021"
4541,NCT04413214,"Carrimycin in Patients With Locally Advanced, Recurrent, or Metastatic HNSCC (Non NPC): A Phase I Trial",Oral Squamous Cell Carcinoma|Head and Neck Squamous Cell Carcinoma,Drug: Carrimycin,Shanghai Jiao Tong University School of Medicine,Phase 1,9,Other,"December 20, 2019","December 30, 2022","December 30, 2022"
4542,NCT04412785,Cyclosporine in Patients With Moderate COVID-19,COVID-19,Drug: Cyclosporine,University of Pennsylvania,Phase 1,11,Other,"June 30, 2020","October 25, 2021","October 25, 2021"
4543,NCT04411914,Pharmaco-Magnetic Resonance Spectroscopy (MRS) Study of Clavulanic Acid,Cocaine Dependence,Drug: Clavulanic Acid Only Product|Other: Placebo,Temple University|Beth Israel Deaconess Medical Center|University of Pennsylvania,Phase 1,13,Other,"September 1, 2020","November 23, 2021","March 31, 2022"
4544,NCT04411550,"Compare Pharmacokinetics, Safety, and Immunogenicity of HLX11 vs. Perjeta in Healthy Chinese Male Subjects",Healthy Male Volunteers,Drug: HLX11|Drug: CN-Perjeta(Pertuzumab)|Drug: EU-Perjeta(Pertuzumab)|Drug: US-Perjeta(Pertuzumab),Shanghai Henlius Biotech,Phase 1,160,Industry,"July 1, 2020","July 1, 2021","July 30, 2021"
4545,NCT04411446,Cholecalciferol to Improve the Outcomes of COVID-19 Patients,COVID,Drug: Vitamin D|Drug: Placebo,Vitamin D Study Group|Agencia Nacional de Investigación y Desarrollo,Phase 4,218,Other,"August 11, 2020","July 28, 2021","July 28, 2021"
4546,NCT04410965,Evaluation of the Relationship Between ABCG2 Mutation and Teriflunomide Exposure and Safety in Chinese RMS Patients Treated With Teriflunomide 14 mg Once Daily for 24 Weeks,Multiple Sclerosis,Drug: TERIFLUNOMIDE,Sanofi,Phase 4,82,Industry,"May 20, 2020","July 12, 2021","July 12, 2021"
4547,NCT04410562,Hydroxychloroquine Efficacy and Safety in Preventing SARS-CoV-2 Infection and COVID-19 Disease Severity During Pregnancy and Postpartum,Pregnancy Related|COVID|Covid-19,Drug: Hydroxychloroquine|Drug: Placebo,Barcelona Institute for Global Health|Hospital Clinic of Barcelona|Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau|University Hospital of Torrejon|Fundación de investigación HM|Hospital Sant Joan de Deu|Hospital del Mar|Hospital Universitario Infanta Leonor|Hospital Universitario Fundación Alcorcón|Hospital General de Segovia|Institut Català de la Salut,Phase 3,129,Other,"May 13, 2020","June 30, 2021","October 31, 2021"
4548,NCT04410367,Study to Establish Image Interpretation Criteria for 18F Fluciclovine PET in Detecting Recurrent Brain Metastases (PURSUE),Brain Metastases,Drug: 18F fluciclovine,Blue Earth Diagnostics|Precision For Medicine,Phase 2,23,Industry,"August 31, 2020","December 31, 2021","December 31, 2021"
4549,NCT04410328,Aggrenox To Treat Acute Covid-19,Covid19,Drug: Dipyridamole ER 200mg/ Aspirin 25mg orally/enterally AND Standard of care|Other: Standard of care,"Rutgers, The State University of New Jersey|Boehringer Ingelheim",Phase 3,99,Other|Industry,"October 21, 2020","October 15, 2021","October 15, 2021"
4550,NCT04410198,Study of Roxadustat Conversion in Participants Receiving Stable Erythropoiesis-Stimulating Agent (ESA) or as Initial Anemia Treatment in Chronic Dialysis Participants,Anemia Associated With End Stage Renal Disease (ESRD),Drug: Roxadustat,FibroGen|AstraZeneca,Phase 3,203,Industry,"May 26, 2020","June 30, 2021","October 11, 2021"
4551,NCT04409873,Antiseptic Mouthwash / Pre-Procedural Rinse on SARS-CoV-2 Load (COVID-19),COVID-19|SARS-CoV 2|Severe Acute Respiratory Syndrome Coronavirus 2|Virus Disease|Coronavirus Infections|Pharyngeal Diseases,Drug: Oral-B Mouth Sore mouthwash|Drug: Crest Pro-Health Multi-Protection mouthwash|Drug: CloSYS Ultra Sensitive Rinse mouthwash|Drug: Distilled water|Drug: Listerine Zero Mouthwash Product,"University of California, San Francisco|Rowpar Pharmaceuticals, Inc.",Phase 2,54,Other|Industry,"March 31, 2021","September 10, 2022","September 10, 2022"
